station,valid,tmpf,dwpf,relh,feel
DFW,2020-03-18 17:00,,,,
DFW,2020-03-18 17:05,,,,
DFW,2020-03-18 17:10,,,,
DFW,2020-03-18 17:15,,,,
DFW,2020-03-18 17:20,,,,
DFW,2020-03-18 17:25,,,,
DFW,2020-03-18 17:30,,,,
DFW,2020-03-18 17:35,,,,
DFW,2020-03-18 17:40,,,,
DFW,2020-03-18 17:45,,,,
DFW,2020-03-18 17:50,,,,
DFW,2020-03-18 17:53,78.10,68.00,71.14,
DFW,2020-03-18 17:55,,,,
DFW,2020-03-18 18:00,,,,
DFW,2020-03-18 18:05,,,,
DFW,2020-03-18 18:10,,,,
DFW,2020-03-18 18:15,,,,
DFW,2020-03-18 18:20,,,,
DFW,2020-03-18 18:22,75.90,66.90,73.68,
DFW,2020-03-18 18:25,,,,
DFW,2020-03-18 18:30,,,,
DFW,2020-03-18 18:35,,,,
DFW,2020-03-18 18:40,,,,
DFW,2020-03-18 18:45,,,,
DFW,2020-03-18 18:48,78.80,66.20,65.33,
DFW,2020-03-18 18:50,,,,
DFW,2020-03-18 18:53,79.00,66.90,66.49,
DFW,2020-03-18 18:55,,,,
DFW,2020-03-18 19:00,,,,
DFW,2020-03-18 19:05,,,,
DFW,2020-03-18 19:10,,,,
DFW,2020-03-18 19:15,,,,
DFW,2020-03-18 19:20,,,,
DFW,2020-03-18 19:25,,,,
DFW,2020-03-18 19:30,,,,
DFW,2020-03-18 19:35,,,,
DFW,2020-03-18 19:40,,,,
DFW,2020-03-18 19:45,,,,
DFW,2020-03-18 19:50,,,,
DFW,2020-03-18 19:53,79.00,66.90,66.49,
DFW,2020-03-18 19:55,,,,
DFW,2020-03-18 20:00,,,,
DFW,2020-03-18 20:05,,,,
DFW,2020-03-18 20:10,,,,
DFW,2020-03-18 20:15,,,,
DFW,2020-03-18 20:20,,,,
DFW,2020-03-18 20:25,,,,
DFW,2020-03-18 20:30,,,,
DFW,2020-03-18 20:35,,,,
DFW,2020-03-18 20:40,,,,
DFW,2020-03-18 20:45,,,,
DFW,2020-03-18 20:50,,,,
DFW,2020-03-18 20:53,78.10,66.90,68.49,
DFW,2020-03-18 20:55,,,,
DFW,2020-03-18 21:00,,,,
DFW,2020-03-18 21:05,,,,
DFW,2020-03-18 21:10,,,,
DFW,2020-03-18 21:15,,,,
DFW,2020-03-18 21:20,,,,
DFW,2020-03-18 21:25,,,,
DFW,2020-03-18 21:30,,,,
DFW,2020-03-18 21:35,,,,
DFW,2020-03-18 21:40,,,,
DFW,2020-03-18 21:45,,,,
DFW,2020-03-18 21:50,,,,
DFW,2020-03-18 21:53,77.00,66.90,71.03,
DFW,2020-03-18 21:55,,,,
DFW,2020-03-18 22:00,,,,
DFW,2020-03-18 22:05,,,,
DFW,2020-03-18 22:10,,,,
DFW,2020-03-18 22:15,,,,
DFW,2020-03-18 22:20,,,,
DFW,2020-03-18 22:25,,,,
DFW,2020-03-18 22:30,,,,
DFW,2020-03-18 22:35,,,,
DFW,2020-03-18 22:40,,,,
DFW,2020-03-18 22:45,,,,
DFW,2020-03-18 22:50,,,,
DFW,2020-03-18 22:53,75.90,66.90,73.68,
DFW,2020-03-18 22:55,,,,
DFW,2020-03-18 23:00,,,,
DFW,2020-03-18 23:05,,,,
DFW,2020-03-18 23:10,,,,
DFW,2020-03-18 23:15,,,,
DFW,2020-03-18 23:20,,,,
DFW,2020-03-18 23:25,,,,
DFW,2020-03-18 23:30,,,,
DFW,2020-03-18 23:35,,,,
DFW,2020-03-18 23:40,,,,
DFW,2020-03-18 23:45,,,,
DFW,2020-03-18 23:50,,,,
DFW,2020-03-18 23:53,75.00,66.90,75.92,
DFW,2020-03-18 23:55,,,,
DFW,2020-03-19 00:00,,,,
DFW,2020-03-19 00:05,,,,
DFW,2020-03-19 00:10,,,,
DFW,2020-03-19 00:15,,,,
DFW,2020-03-19 00:20,,,,
DFW,2020-03-19 00:25,,,,
DFW,2020-03-19 00:30,,,,
DFW,2020-03-19 00:35,,,,
DFW,2020-03-19 00:40,,,,
DFW,2020-03-19 00:45,,,,
DFW,2020-03-19 00:50,,,,
DFW,2020-03-19 00:53,73.90,68.00,81.82,
DFW,2020-03-19 00:55,,,,
DFW,2020-03-19 01:00,,,,
DFW,2020-03-19 01:05,,,,
DFW,2020-03-19 01:10,,,,
DFW,2020-03-19 01:15,,,,
DFW,2020-03-19 01:20,,,,
DFW,2020-03-19 01:25,,,,
DFW,2020-03-19 01:30,,,,
DFW,2020-03-19 01:35,,,,
DFW,2020-03-19 01:40,,,,
DFW,2020-03-19 01:45,,,,
DFW,2020-03-19 01:50,,,,
DFW,2020-03-19 01:53,73.00,66.90,81.20,
DFW,2020-03-19 01:55,,,,
DFW,2020-03-19 02:00,,,,
DFW,2020-03-19 02:05,,,,
DFW,2020-03-19 02:10,,,,
DFW,2020-03-19 02:15,,,,
DFW,2020-03-19 02:20,,,,
DFW,2020-03-19 02:25,,,,
DFW,2020-03-19 02:30,,,,
DFW,2020-03-19 02:35,,,,
DFW,2020-03-19 02:40,,,,
DFW,2020-03-19 02:45,,,,
DFW,2020-03-19 02:50,,,,
DFW,2020-03-19 02:53,73.00,66.90,81.20,
DFW,2020-03-19 02:55,,,,
DFW,2020-03-19 03:00,,,,
DFW,2020-03-19 03:05,,,,
DFW,2020-03-19 03:10,,,,
DFW,2020-03-19 03:15,,,,
DFW,2020-03-19 03:20,,,,
DFW,2020-03-19 03:25,,,,
DFW,2020-03-19 03:30,,,,
DFW,2020-03-19 03:35,,,,
DFW,2020-03-19 03:40,,,,
DFW,2020-03-19 03:45,,,,
DFW,2020-03-19 03:50,,,,
DFW,2020-03-19 03:53,72.00,66.90,83.99,
DFW,2020-03-19 03:55,,,,
DFW,2020-03-19 04:00,,,,
DFW,2020-03-19 04:05,,,,
DFW,2020-03-19 04:10,,,,
DFW,2020-03-19 04:15,,,,
DFW,2020-03-19 04:20,,,,
DFW,2020-03-19 04:25,,,,
DFW,2020-03-19 04:30,,,,
DFW,2020-03-19 04:35,,,,
DFW,2020-03-19 04:40,,,,
DFW,2020-03-19 04:45,,,,
DFW,2020-03-19 04:50,,,,
DFW,2020-03-19 04:53,72.00,66.00,81.41,
DFW,2020-03-19 04:55,,,,
DFW,2020-03-19 05:00,,,,
DFW,2020-03-19 05:05,,,,
DFW,2020-03-19 05:10,,,,
DFW,2020-03-19 05:15,,,,
DFW,2020-03-19 05:20,,,,
DFW,2020-03-19 05:25,,,,
DFW,2020-03-19 05:30,,,,
DFW,2020-03-19 05:35,,,,
DFW,2020-03-19 05:40,,,,
DFW,2020-03-19 05:45,,,,
DFW,2020-03-19 05:50,,,,
DFW,2020-03-19 05:53,72.00,64.90,78.35,
DFW,2020-03-19 05:55,,,,
DFW,2020-03-19 06:00,,,,
DFW,2020-03-19 06:05,,,,
DFW,2020-03-19 06:10,,,,
DFW,2020-03-19 06:15,,,,
DFW,2020-03-19 06:18,71.10,64.90,80.78,
DFW,2020-03-19 06:20,,,,
DFW,2020-03-19 06:25,,,,
DFW,2020-03-19 06:30,,,,
DFW,2020-03-19 06:35,,,,
DFW,2020-03-19 06:40,,,,
DFW,2020-03-19 06:45,,,,
DFW,2020-03-19 06:50,,,,
DFW,2020-03-19 06:53,71.10,64.90,80.78,
DFW,2020-03-19 06:55,,,,
DFW,2020-03-19 07:00,,,,
DFW,2020-03-19 07:05,,,,
DFW,2020-03-19 07:10,,,,
DFW,2020-03-19 07:15,,,,
DFW,2020-03-19 07:20,,,,
DFW,2020-03-19 07:25,,,,
DFW,2020-03-19 07:30,,,,
DFW,2020-03-19 07:35,,,,
DFW,2020-03-19 07:40,,,,
DFW,2020-03-19 07:45,,,,
DFW,2020-03-19 07:50,,,,
DFW,2020-03-19 07:53,70.00,64.90,83.86,
DFW,2020-03-19 07:55,,,,
DFW,2020-03-19 08:00,,,,
DFW,2020-03-19 08:05,,,,
DFW,2020-03-19 08:10,,,,
DFW,2020-03-19 08:15,,,,
DFW,2020-03-19 08:20,,,,
DFW,2020-03-19 08:25,,,,
DFW,2020-03-19 08:30,,,,
DFW,2020-03-19 08:35,,,,
DFW,2020-03-19 08:40,,,,
DFW,2020-03-19 08:45,,,,
DFW,2020-03-19 08:50,,,,
DFW,2020-03-19 08:53,69.10,64.90,86.48,
DFW,2020-03-19 08:55,,,,
DFW,2020-03-19 09:00,,,,
DFW,2020-03-19 09:05,,,,
DFW,2020-03-19 09:10,,,,
DFW,2020-03-19 09:15,,,,
DFW,2020-03-19 09:20,,,,
DFW,2020-03-19 09:25,,,,
DFW,2020-03-19 09:30,,,,
DFW,2020-03-19 09:35,,,,
DFW,2020-03-19 09:40,,,,
DFW,2020-03-19 09:45,,,,
DFW,2020-03-19 09:50,,,,
DFW,2020-03-19 09:53,70.00,66.00,87.14,
DFW,2020-03-19 09:55,,,,
DFW,2020-03-19 10:00,,,,
DFW,2020-03-19 10:05,,,,
DFW,2020-03-19 10:10,,,,
DFW,2020-03-19 10:15,,,,
DFW,2020-03-19 10:20,,,,
DFW,2020-03-19 10:25,,,,
DFW,2020-03-19 10:30,,,,
DFW,2020-03-19 10:35,,,,
DFW,2020-03-19 10:40,,,,
DFW,2020-03-19 10:45,,,,
DFW,2020-03-19 10:50,,,,
DFW,2020-03-19 10:53,70.00,66.00,87.14,
DFW,2020-03-19 10:55,,,,
DFW,2020-03-19 11:00,,,,
DFW,2020-03-19 11:05,,,,
DFW,2020-03-19 11:10,,,,
DFW,2020-03-19 11:15,,,,
DFW,2020-03-19 11:17,69.10,66.00,89.86,
DFW,2020-03-19 11:20,,,,
DFW,2020-03-19 11:25,,,,
DFW,2020-03-19 11:30,,,,
DFW,2020-03-19 11:35,,,,
DFW,2020-03-19 11:40,,,,
DFW,2020-03-19 11:45,,,,
DFW,2020-03-19 11:50,,,,
DFW,2020-03-19 11:53,68.00,66.00,93.32,
DFW,2020-03-19 11:55,,,,
DFW,2020-03-19 12:00,,,,
DFW,2020-03-19 12:05,,,,
DFW,2020-03-19 12:10,,,,
DFW,2020-03-19 12:15,,,,
DFW,2020-03-19 12:20,,,,
DFW,2020-03-19 12:25,,,,
DFW,2020-03-19 12:30,,,,
DFW,2020-03-19 12:35,,,,
DFW,2020-03-19 12:40,,,,
DFW,2020-03-19 12:45,,,,
DFW,2020-03-19 12:50,,,,
DFW,2020-03-19 12:53,68.00,66.00,93.32,
DFW,2020-03-19 12:55,,,,
DFW,2020-03-19 13:00,,,,
DFW,2020-03-19 13:05,,,,
DFW,2020-03-19 13:10,,,,
DFW,2020-03-19 13:15,,,,
DFW,2020-03-19 13:20,,,,
DFW,2020-03-19 13:25,,,,
DFW,2020-03-19 13:30,,,,
DFW,2020-03-19 13:35,,,,
DFW,2020-03-19 13:40,,,,
DFW,2020-03-19 13:45,,,,
DFW,2020-03-19 13:50,,,,
DFW,2020-03-19 13:53,69.10,64.00,83.81,
DFW,2020-03-19 13:55,,,,
DFW,2020-03-19 14:00,,,,
DFW,2020-03-19 14:05,,,,
DFW,2020-03-19 14:10,,,,
DFW,2020-03-19 14:15,,,,
DFW,2020-03-19 14:20,,,,
DFW,2020-03-19 14:25,,,,
DFW,2020-03-19 14:30,,,,
DFW,2020-03-19 14:35,,,,
DFW,2020-03-19 14:40,,,,
DFW,2020-03-19 14:45,,,,
DFW,2020-03-19 14:50,,,,
DFW,2020-03-19 14:53,70.00,66.00,87.14,
DFW,2020-03-19 14:55,,,,
DFW,2020-03-19 15:00,,,,
DFW,2020-03-19 15:05,,,,
DFW,2020-03-19 15:10,,,,
DFW,2020-03-19 15:15,,,,
DFW,2020-03-19 15:20,,,,
DFW,2020-03-19 15:25,,,,
DFW,2020-03-19 15:30,,,,
DFW,2020-03-19 15:35,,,,
DFW,2020-03-19 15:40,,,,
DFW,2020-03-19 15:45,,,,
DFW,2020-03-19 15:50,,,,
DFW,2020-03-19 15:53,72.00,66.00,81.41,
DFW,2020-03-19 15:55,,,,
DFW,2020-03-19 16:00,,,,
DFW,2020-03-19 16:05,,,,
DFW,2020-03-19 16:10,,,,
DFW,2020-03-19 16:15,,,,
DFW,2020-03-19 16:20,,,,
DFW,2020-03-19 16:25,,,,
DFW,2020-03-19 16:30,,,,
DFW,2020-03-19 16:35,,,,
DFW,2020-03-19 16:40,,,,
DFW,2020-03-19 16:45,,,,
DFW,2020-03-19 16:50,,,,
DFW,2020-03-19 16:53,75.00,66.90,75.92,
DFW,2020-03-19 16:55,,,,
DFW,2020-03-19 17:00,,,,
DFW,2020-03-19 17:05,,,,
DFW,2020-03-19 17:10,,,,
DFW,2020-03-19 17:15,,,,
DFW,2020-03-19 17:20,,,,
DFW,2020-03-19 17:25,,,,
DFW,2020-03-19 17:30,,,,
DFW,2020-03-19 17:34,75.90,66.90,73.68,
DFW,2020-03-19 17:35,,,,
DFW,2020-03-19 17:40,,,,
DFW,2020-03-19 17:45,,,,
DFW,2020-03-19 17:50,,,,
DFW,2020-03-19 17:53,75.90,66.00,71.41,
DFW,2020-03-19 17:55,,,,
DFW,2020-03-19 18:00,,,,
DFW,2020-03-19 18:05,,,,
DFW,2020-03-19 18:10,,,,
DFW,2020-03-19 18:15,,,,
DFW,2020-03-19 18:20,,,,
DFW,2020-03-19 18:25,,,,
DFW,2020-03-19 18:30,,,,
DFW,2020-03-19 18:35,,,,
DFW,2020-03-19 18:40,,,,
DFW,2020-03-19 18:45,,,,
DFW,2020-03-19 18:50,,,,
DFW,2020-03-19 18:53,78.10,66.90,68.49,
DFW,2020-03-19 18:55,,,,
DFW,2020-03-19 19:00,,,,
DFW,2020-03-19 19:05,,,,
DFW,2020-03-19 19:10,,,,
DFW,2020-03-19 19:15,,,,
DFW,2020-03-19 19:20,80.10,68.00,66.62,82.70
DFW,2020-03-19 19:25,,,,
DFW,2020-03-19 19:30,,,,
DFW,2020-03-19 19:35,,,,
DFW,2020-03-19 19:40,,,,
DFW,2020-03-19 19:45,,,,
DFW,2020-03-19 19:50,,,,
DFW,2020-03-19 19:53,82.00,68.00,62.62,84.92
DFW,2020-03-19 19:55,,,,
DFW,2020-03-19 20:00,,,,
DFW,2020-03-19 20:05,,,,
DFW,2020-03-19 20:10,,,,
DFW,2020-03-19 20:15,,,,
DFW,2020-03-19 20:20,,,,
DFW,2020-03-19 20:25,,,,
DFW,2020-03-19 20:30,,,,
DFW,2020-03-19 20:35,,,,
DFW,2020-03-19 20:40,,,,
DFW,2020-03-19 20:45,,,,
DFW,2020-03-19 20:50,,,,
DFW,2020-03-19 20:53,80.10,68.00,66.62,82.70
DFW,2020-03-19 20:55,,,,
DFW,2020-03-19 21:00,,,,
DFW,2020-03-19 21:05,,,,
DFW,2020-03-19 21:10,,,,
DFW,2020-03-19 21:15,,,,
DFW,2020-03-19 21:20,,,,
DFW,2020-03-19 21:25,,,,
DFW,2020-03-19 21:30,,,,
DFW,2020-03-19 21:35,,,,
DFW,2020-03-19 21:40,,,,
DFW,2020-03-19 21:45,,,,
DFW,2020-03-19 21:50,,,,
DFW,2020-03-19 21:53,79.00,66.90,66.49,
DFW,2020-03-19 21:55,,,,
DFW,2020-03-19 22:00,,,,
DFW,2020-03-19 22:05,,,,
DFW,2020-03-19 22:10,,,,
DFW,2020-03-19 22:14,78.10,68.00,71.14,
DFW,2020-03-19 22:15,,,,
DFW,2020-03-19 22:20,,,,
DFW,2020-03-19 22:25,,,,
DFW,2020-03-19 22:27,75.00,64.00,68.64,
DFW,2020-03-19 22:30,,,,
DFW,2020-03-19 22:32,66.00,63.00,90.05,
DFW,2020-03-19 22:35,,,,
DFW,2020-03-19 22:40,,,,
DFW,2020-03-19 22:45,,,,
DFW,2020-03-19 22:50,,,,
DFW,2020-03-19 22:53,66.00,63.00,90.05,
DFW,2020-03-19 22:55,,,,
DFW,2020-03-19 23:00,,,,
DFW,2020-03-19 23:05,,,,
DFW,2020-03-19 23:06,66.00,62.10,87.24,
DFW,2020-03-19 23:10,,,,
DFW,2020-03-19 23:15,,,,
DFW,2020-03-19 23:18,68.00,63.00,84.03,
DFW,2020-03-19 23:20,,,,
DFW,2020-03-19 23:25,,,,
DFW,2020-03-19 23:30,,,,
DFW,2020-03-19 23:35,,,,
DFW,2020-03-19 23:40,,,,
DFW,2020-03-19 23:45,,,,
DFW,2020-03-19 23:50,,,,
DFW,2020-03-19 23:53,66.90,64.00,90.40,
DFW,2020-03-19 23:55,,,,
DFW,2020-03-20 00:00,,,,
DFW,2020-03-20 00:05,,,,
DFW,2020-03-20 00:10,,,,
DFW,2020-03-20 00:15,,,,
DFW,2020-03-20 00:20,,,,
DFW,2020-03-20 00:25,,,,
DFW,2020-03-20 00:30,,,,
DFW,2020-03-20 00:35,,,,
DFW,2020-03-20 00:40,,,,
DFW,2020-03-20 00:45,,,,
DFW,2020-03-20 00:50,,,,
DFW,2020-03-20 00:53,64.90,61.00,87.18,
DFW,2020-03-20 00:55,,,,
DFW,2020-03-20 01:00,,,,
DFW,2020-03-20 01:05,,,,
DFW,2020-03-20 01:10,,,,
DFW,2020-03-20 01:15,,,,
DFW,2020-03-20 01:20,,,,
DFW,2020-03-20 01:25,,,,
DFW,2020-03-20 01:30,,,,
DFW,2020-03-20 01:35,,,,
DFW,2020-03-20 01:40,,,,
DFW,2020-03-20 01:45,,,,
DFW,2020-03-20 01:50,,,,
DFW,2020-03-20 01:53,63.00,61.00,93.18,
DFW,2020-03-20 01:55,,,,
DFW,2020-03-20 02:00,,,,
DFW,2020-03-20 02:05,,,,
DFW,2020-03-20 02:10,,,,
DFW,2020-03-20 02:15,,,,
DFW,2020-03-20 02:20,,,,
DFW,2020-03-20 02:25,,,,
DFW,2020-03-20 02:30,,,,
DFW,2020-03-20 02:35,,,,
DFW,2020-03-20 02:40,,,,
DFW,2020-03-20 02:45,,,,
DFW,2020-03-20 02:50,,,,
DFW,2020-03-20 02:53,64.00,61.00,89.97,
DFW,2020-03-20 02:55,,,,
DFW,2020-03-20 03:00,,,,
DFW,2020-03-20 03:05,,,,
DFW,2020-03-20 03:10,,,,
DFW,2020-03-20 03:15,,,,
DFW,2020-03-20 03:20,,,,
DFW,2020-03-20 03:25,,,,
DFW,2020-03-20 03:30,,,,
DFW,2020-03-20 03:35,,,,
DFW,2020-03-20 03:40,,,,
DFW,2020-03-20 03:45,,,,
DFW,2020-03-20 03:50,,,,
DFW,2020-03-20 03:53,64.00,62.10,93.54,
DFW,2020-03-20 03:55,,,,
DFW,2020-03-20 04:00,,,,
DFW,2020-03-20 04:05,,,,
DFW,2020-03-20 04:10,,,,
DFW,2020-03-20 04:15,,,,
DFW,2020-03-20 04:20,,,,
DFW,2020-03-20 04:25,,,,
DFW,2020-03-20 04:30,,,,
DFW,2020-03-20 04:35,,,,
DFW,2020-03-20 04:40,,,,
DFW,2020-03-20 04:45,,,,
DFW,2020-03-20 04:50,,,,
DFW,2020-03-20 04:53,64.00,63.00,96.55,
DFW,2020-03-20 04:55,,,,
DFW,2020-03-20 05:00,,,,
DFW,2020-03-20 05:05,,,,
DFW,2020-03-20 05:10,,,,
DFW,2020-03-20 05:15,,,,
DFW,2020-03-20 05:20,,,,
DFW,2020-03-20 05:25,,,,
DFW,2020-03-20 05:30,,,,
DFW,2020-03-20 05:35,,,,
DFW,2020-03-20 05:40,,,,
DFW,2020-03-20 05:45,,,,
DFW,2020-03-20 05:50,,,,
DFW,2020-03-20 05:53,64.90,63.00,93.56,
DFW,2020-03-20 05:55,,,,
DFW,2020-03-20 06:00,,,,
DFW,2020-03-20 06:05,,,,
DFW,2020-03-20 06:10,,,,
DFW,2020-03-20 06:15,,,,
DFW,2020-03-20 06:20,,,,
DFW,2020-03-20 06:25,,,,
DFW,2020-03-20 06:30,,,,
DFW,2020-03-20 06:35,,,,
DFW,2020-03-20 06:40,,,,
DFW,2020-03-20 06:45,,,,
DFW,2020-03-20 06:50,,,,
DFW,2020-03-20 06:53,63.00,62.10,96.88,
DFW,2020-03-20 06:55,,,,
DFW,2020-03-20 07:00,,,,
DFW,2020-03-20 07:05,,,,
DFW,2020-03-20 07:10,,,,
DFW,2020-03-20 07:15,,,,
DFW,2020-03-20 07:20,,,,
DFW,2020-03-20 07:25,,,,
DFW,2020-03-20 07:30,,,,
DFW,2020-03-20 07:35,,,,
DFW,2020-03-20 07:40,,,,
DFW,2020-03-20 07:45,,,,
DFW,2020-03-20 07:50,,,,
DFW,2020-03-20 07:53,63.00,62.10,96.88,
DFW,2020-03-20 07:55,,,,
DFW,2020-03-20 08:00,,,,
DFW,2020-03-20 08:05,,,,
DFW,2020-03-20 08:10,,,,
DFW,2020-03-20 08:15,,,,
DFW,2020-03-20 10:53,60.10,50.00,69.24,
DFW,2020-03-20 11:53,57.00,48.00,71.81,
DFW,2020-03-20 12:53,53.10,48.90,85.59,
DFW,2020-03-20 13:53,52.00,48.90,89.13,
DFW,2020-03-20 14:15,,,,
DFW,2020-03-20 14:20,,,,
DFW,2020-03-20 14:25,,,,
DFW,2020-03-20 14:30,,,,
DFW,2020-03-20 14:35,,,,
DFW,2020-03-20 14:40,,,,
DFW,2020-03-20 14:45,,,,
DFW,2020-03-20 14:50,,,,
DFW,2020-03-20 14:53,52.00,46.90,82.68,
DFW,2020-03-20 14:55,,,,
DFW,2020-03-20 15:00,,,,
DFW,2020-03-20 15:05,,,,
DFW,2020-03-20 15:10,,,,
DFW,2020-03-20 15:15,,,,
DFW,2020-03-20 15:19,50.00,45.00,82.86,
DFW,2020-03-20 15:20,,,,
DFW,2020-03-20 15:25,,,,
DFW,2020-03-20 15:30,,,,
DFW,2020-03-20 15:35,,,,
DFW,2020-03-20 15:40,,,,
DFW,2020-03-20 15:45,,,,
DFW,2020-03-20 15:50,,,,
DFW,2020-03-20 15:53,50.00,44.10,80.06,
DFW,2020-03-20 15:55,,,,
DFW,2020-03-20 16:00,,,,
DFW,2020-03-20 16:05,,,,
DFW,2020-03-20 16:10,,,,
DFW,2020-03-20 16:15,,,,
DFW,2020-03-20 16:20,,,,
DFW,2020-03-20 16:25,,,,
DFW,2020-03-20 16:27,48.90,42.10,77.26,42.45
DFW,2020-03-20 16:30,,,,
DFW,2020-03-20 16:35,,,,
DFW,2020-03-20 16:40,,,,
DFW,2020-03-20 16:45,,,,
DFW,2020-03-20 16:50,,,,
DFW,2020-03-20 16:53,48.00,41.00,76.58,41.27
DFW,2020-03-20 16:55,,,,
DFW,2020-03-20 17:00,,,,
DFW,2020-03-20 17:05,,,,
DFW,2020-03-20 17:09,48.00,41.00,76.58,40.00
DFW,2020-03-20 17:10,,,,
DFW,2020-03-20 17:15,,,,
DFW,2020-03-20 17:20,,,,
DFW,2020-03-20 17:22,48.90,42.10,77.26,42.22
DFW,2020-03-20 17:25,,,,
DFW,2020-03-20 17:30,,,,
DFW,2020-03-20 17:35,,,,
DFW,2020-03-20 17:40,,,,
DFW,2020-03-20 17:45,,,,
DFW,2020-03-20 17:50,,,,
DFW,2020-03-20 17:53,50.00,42.10,74.15,
DFW,2020-03-20 17:55,,,,
DFW,2020-03-20 18:00,,,,
DFW,2020-03-20 18:05,,,,
DFW,2020-03-20 18:10,,,,
DFW,2020-03-20 18:15,,,,
DFW,2020-03-20 18:20,,,,
DFW,2020-03-20 18:25,,,,
DFW,2020-03-20 18:30,,,,
DFW,2020-03-20 18:35,,,,
DFW,2020-03-20 18:40,,,,
DFW,2020-03-20 18:45,,,,
DFW,2020-03-20 18:50,,,,
DFW,2020-03-20 18:53,50.00,41.00,71.07,
DFW,2020-03-20 18:55,,,,
DFW,2020-03-20 19:00,,,,
DFW,2020-03-20 19:05,,,,
DFW,2020-03-20 19:10,,,,
DFW,2020-03-20 19:15,,,,
DFW,2020-03-20 19:20,,,,
DFW,2020-03-20 19:25,,,,
DFW,2020-03-20 19:30,,,,
DFW,2020-03-20 19:35,,,,
DFW,2020-03-20 19:40,,,,
DFW,2020-03-20 19:45,,,,
DFW,2020-03-20 19:50,,,,
DFW,2020-03-20 19:53,50.00,41.00,71.07,
DFW,2020-03-20 19:55,,,,
DFW,2020-03-20 20:00,,,,
DFW,2020-03-20 20:05,,,,
DFW,2020-03-20 20:10,,,,
DFW,2020-03-20 20:15,,,,
DFW,2020-03-20 20:20,,,,
DFW,2020-03-20 20:25,,,,
DFW,2020-03-20 20:30,,,,
DFW,2020-03-20 20:35,,,,
DFW,2020-03-20 20:40,,,,
DFW,2020-03-20 20:45,,,,
DFW,2020-03-20 20:50,,,,
DFW,2020-03-20 20:53,53.10,41.00,63.38,
DFW,2020-03-20 20:55,,,,
DFW,2020-03-20 21:00,,,,
DFW,2020-03-20 21:05,,,,
DFW,2020-03-20 21:10,,,,
DFW,2020-03-20 21:15,,,,
DFW,2020-03-20 21:20,,,,
DFW,2020-03-20 21:25,,,,
DFW,2020-03-20 21:30,,,,
DFW,2020-03-20 21:35,,,,
DFW,2020-03-20 21:40,,,,
DFW,2020-03-20 21:45,,,,
DFW,2020-03-20 21:50,,,,
DFW,2020-03-20 21:53,52.00,39.90,63.24,
DFW,2020-03-20 21:55,,,,
DFW,2020-03-20 22:00,,,,
DFW,2020-03-20 22:05,,,,
DFW,2020-03-20 22:10,,,,
DFW,2020-03-20 22:15,,,,
DFW,2020-03-20 22:20,,,,
DFW,2020-03-20 22:25,,,,
DFW,2020-03-20 22:30,,,,
DFW,2020-03-20 22:35,,,,
DFW,2020-03-20 22:40,,,,
DFW,2020-03-20 22:45,,,,
DFW,2020-03-20 22:50,,,,
DFW,2020-03-20 22:53,51.10,39.00,63.12,
DFW,2020-03-20 22:55,,,,
DFW,2020-03-20 23:00,,,,
DFW,2020-03-20 23:05,,,,
DFW,2020-03-20 23:10,,,,
DFW,2020-03-20 23:15,,,,
DFW,2020-03-20 23:20,,,,
DFW,2020-03-20 23:25,,,,
DFW,2020-03-20 23:30,,,,
DFW,2020-03-20 23:35,,,,
DFW,2020-03-20 23:40,,,,
DFW,2020-03-20 23:45,,,,
DFW,2020-03-20 23:50,,,,
DFW,2020-03-20 23:53,48.90,39.00,68.51,42.69
DFW,2020-03-20 23:55,,,,
DFW,2020-03-21 00:00,,,,
DFW,2020-03-21 00:05,,,,
DFW,2020-03-21 00:10,,,,
DFW,2020-03-21 00:15,,,,
DFW,2020-03-21 00:20,,,,
DFW,2020-03-21 00:25,,,,
DFW,2020-03-21 00:28,48.00,37.90,67.87,42.37
DFW,2020-03-21 00:30,,,,
DFW,2020-03-21 00:35,,,,
DFW,2020-03-21 00:40,,,,
DFW,2020-03-21 00:45,,,,
DFW,2020-03-21 00:50,,,,
DFW,2020-03-21 00:53,48.00,37.90,67.87,42.07
DFW,2020-03-21 00:55,,,,
DFW,2020-03-21 01:00,,,,
DFW,2020-03-21 01:05,,,,
DFW,2020-03-21 01:10,,,,
DFW,2020-03-21 01:15,,,,
DFW,2020-03-21 01:20,,,,
DFW,2020-03-21 01:25,,,,
DFW,2020-03-21 01:30,,,,
DFW,2020-03-21 01:35,,,,
DFW,2020-03-21 01:40,,,,
DFW,2020-03-21 01:45,,,,
DFW,2020-03-21 01:50,,,,
DFW,2020-03-21 01:53,46.90,39.00,73.85,41.30
DFW,2020-03-21 01:55,,,,
DFW,2020-03-21 02:00,,,,
DFW,2020-03-21 02:05,,,,
DFW,2020-03-21 02:10,,,,
DFW,2020-03-21 02:15,,,,
DFW,2020-03-21 02:20,,,,
DFW,2020-03-21 02:25,,,,
DFW,2020-03-21 02:30,,,,
DFW,2020-03-21 02:35,,,,
DFW,2020-03-21 02:40,,,,
DFW,2020-03-21 02:45,,,,
DFW,2020-03-21 02:50,,,,
DFW,2020-03-21 02:53,46.00,37.90,73.18,39.82
DFW,2020-03-21 02:55,,,,
DFW,2020-03-21 03:00,,,,
DFW,2020-03-21 03:05,,,,
DFW,2020-03-21 03:10,,,,
